1;1500;0
1501;1600;108
1601;1700;118
1701;1800;127
1801;1900;137
1901;2000;146
2001;2100;156
2101;2200;157
2201;2300;167
2301;2400;176
2401;2500;186
2501;2600;195
2601;2700;205
2701;2800;214
2801;2900;216
2901;3000;225
3001;3100;235
3101;3200;244
3201;3300;254
3301;3400;263
3401;3500;264
3501;3600;274
3601;3700;283
3701;3800;293
3801;3900;302
3901;4000;311
4001;4100;312
4101;4200;322
4201;4300;331
4301;4400;340
4401;4500;349
4501;4600;359
4601;4700;360
4701;4800;369
4801;4900;378
4901;5000;388
5001;5100;397
5101;5200;406
5201;5300;427
5301;5400;448
5401;5500;468
5501;5600;489
5601;5700;510
5701;5800;531
5801;5900;552
5901;6000;573
6001;6100;594
6101;6200;615
6201;6300;635
6301;6400;656
6401;6500;677
6501;6600;698
6601;6700;719
6701;6800;740
6801;6900;761
6901;7000;781
7001;7100;802
7101;7200;823
7201;7300;844
7301;7400;865
7401;7500;886
7501;7600;907
7601;7700;928
7701;7800;948
7801;7900;969
7901;8000;990
8001;8100;1011
8101;8200;1032
8201;8300;1053
8301;8400;1074
8401;8500;1094
8501;8600;1115
8601;8700;1136
8701;8800;1157
8801;8900;1178
8901;9000;1199
9001;9100;1220
9101;9200;1241
9201;9300;1261
9301;9400;1282
9401;9500;1303
9501;9600;1324
9601;9700;1345
9701;9800;1366
9801;9900;1387
9901;10000;1407
10001;10100;1428
10101;10200;1449
10201;10300;1471
10301;10400;1492
10401;10500;1513
10501;10600;1534
10601;10700;1555
10701;10800;1576
10801;10900;1600
10901;11000;1628
11001;11100;1656
11101;11200;1683
11201;11300;1711
11301;11400;1739
11401;11500;1767
11501;11600;1794
11601;11700;1822
11701;11800;1850
11801;11900;1878
11901;12000;1906
12001;12100;1933
12101;12200;1961
12201;12300;1989
12301;12400;2017
12401;12500;2045
12501;12600;2072
12601;12700;2100
12701;12800;2128
12801;12900;2156
12901;13000;2184
13001;13100;2211
13101;13200;2239
13201;13300;2267
13301;13400;2295
13401;13500;2323
13501;13600;2351
13601;13700;2378
13701;13800;2406
13801;13900;2434
13901;14000;2462
14001;14100;2490
14101;14200;2517
14201;14300;2545
14301;14400;2573
14401;14500;2601
14501;14600;2629
14601;14700;2656
14701;14800;2684
14801;14900;2712
14901;15000;2740
15001;15100;2768
15101;15200;2796
15201;15300;2823
