1;1500;0
1501;1600;108
1601;1700;118
1701;1800;127
1801;1900;137
1901;2000;146
2001;2100;156
2101;2200;157
2201;2300;167
2301;2400;176
2401;2500;186
2501;2600;195
2601;2700;205
2701;2800;214
2801;2900;216
2901;3000;225
3001;3100;235
3101;3200;244
3201;3300;254
3301;3400;263
3401;3500;264
3501;3600;274
3601;3700;283
3701;3800;293
3801;3900;302
3901;4000;311
4001;4100;312
4101;4200;322
4201;4300;331
4301;4400;340
4401;4500;349
4501;4600;359
4601;4700;360
4701;4800;371
4801;4900;395
4901;5000;419
5001;5100;443
5101;5200;467
5201;5300;492
5301;5400;516
5401;5500;540
5501;5600;564
5601;5700;588
5701;5800;613
5801;5900;637
5901;6000;661
6001;6100;685
6101;6200;709
6201;6300;734
6301;6400;758
6401;6500;782
6501;6600;806
6601;6700;830
6701;6800;855
6801;6900;879
6901;7000;903
7001;7100;927
7101;7200;951
7201;7300;976
7301;7400;1000
7401;7500;1024
7501;7600;1048
7601;7700;1073
7701;7800;1097
7801;7900;1121
7901;8000;1145
8001;8100;1169
8101;8200;1194
8201;8300;1218
8301;8400;1242
8401;8500;1266
8501;8600;1290
8601;8700;1315
8701;8800;1339
8801;8900;1363
8901;9000;1387
9001;9100;1411
9101;9200;1436
9201;9300;1460
9301;9400;1484
9401;9500;1508
9501;9600;1532
9601;9700;1557
9701;9800;1581
9801;9900;1605
9901;10000;1629
10001;10100;1654
10101;10200;1678
10201;10300;1702
10301;10400;1727
10401;10500;1751
10501;10600;1776
10601;10700;1800
10701;10800;1825
10801;10900;1853
10901;11000;1885
11001;11100;1917
11101;11200;1949
11201;11300;1981
11301;11400;2013
11401;11500;2046
11501;11600;2078
11601;11700;2110
11701;11800;2142
11801;11900;2174
11901;12000;2207
12001;12100;2239
12101;12200;2271
12201;12300;2304
12301;12400;2336
12401;12500;2368
12501;12600;2400
12601;12700;2433
12701;12800;2465
12801;12900;2497
12901;13000;2529
13001;13100;2562
13101;13200;2594
13201;13300;2626
13301;13400;2658
13401;13500;2691
13501;13600;2723
13601;13700;2755
13701;13800;2787
13801;13900;2820
13901;14000;2852
14001;14100;2884
14101;14200;2916
14201;14300;2949
14301;14400;2981
14401;14500;3013
14501;14600;3045
14601;14700;3078
14701;14800;3110
14801;14900;3142
14901;15000;3175
15001;15100;3207
15101;15200;3239
15201;15300;3271
