1;1500;0
1501;1600;108
1601;1700;118
1701;1800;127
1801;1900;137
1901;2000;146
2001;2100;156
2101;2200;157
2201;2300;167
2301;2400;176
2401;2500;186
2501;2600;195
2601;2700;205
2701;2800;214
2801;2900;216
2901;3000;225
3001;3100;235
3101;3200;244
3201;3300;254
3301;3400;263
3401;3500;264
3501;3600;274
3601;3700;283
3701;3800;293
3801;3900;302
3901;4000;311
4001;4100;312
4101;4200;322
4201;4300;331
4301;4400;340
4401;4500;349
4501;4600;359
4601;4700;360
4701;4800;369
4801;4900;384
4901;5000;408
5001;5100;431
5101;5200;455
5201;5300;479
5301;5400;502
5401;5500;526
5501;5600;549
5601;5700;573
5701;5800;596
5801;5900;620
5901;6000;643
6001;6100;667
6101;6200;690
6201;6300;714
6301;6400;737
6401;6500;761
6501;6600;785
6601;6700;808
6701;6800;832
6801;6900;855
6901;7000;879
7001;7100;902
7101;7200;926
7201;7300;949
7301;7400;973
7401;7500;996
7501;7600;1020
7601;7700;1044
7701;7800;1067
7801;7900;1091
7901;8000;1114
8001;8100;1138
8101;8200;1161
8201;8300;1185
8301;8400;1208
8401;8500;1232
8501;8600;1255
8601;8700;1279
8701;8800;1302
8801;8900;1326
8901;9000;1350
9001;9100;1373
9101;9200;1397
9201;9300;1420
9301;9400;1444
9401;9500;1467
9501;9600;1491
9601;9700;1514
9701;9800;1538
9801;9900;1561
9901;10000;1585
10001;10100;1608
10101;10200;1632
10201;10300;1656
10301;10400;1680
10401;10500;1704
10501;10600;1727
10601;10700;1751
10701;10800;1775
10801;10900;1802
10901;11000;1833
11001;11100;1865
11101;11200;1896
11201;11300;1927
11301;11400;1958
11401;11500;1990
11501;11600;2021
11601;11700;2052
11701;11800;2084
11801;11900;2115
11901;12000;2147
12001;12100;2178
12101;12200;2209
12201;12300;2241
12301;12400;2272
12401;12500;2303
12501;12600;2335
12601;12700;2366
12701;12800;2397
12801;12900;2429
12901;13000;2460
13001;13100;2492
13101;13200;2523
13201;13300;2554
13301;13400;2586
13401;13500;2617
13501;13600;2648
13601;13700;2680
13701;13800;2711
13801;13900;2742
13901;14000;2774
14001;14100;2805
14101;14200;2837
14201;14300;2868
14301;14400;2899
14401;14500;2931
14501;14600;2962
14601;14700;2993
14701;14800;3025
14801;14900;3056
14901;15000;3088
15001;15100;3119
15101;15200;3150
15201;15300;3182
